Epochs,Train Loss,Train accuracy
0,2.335704661524296,0.16000000000000011
1,2.335704661524296,0.07419999999999997
2,2.335704661524296,0.17839999999999998
3,2.335704661524296,0.13639999999999994
4,2.335704661524296,0.30280000000000007
5,2.335704661524296,0.24800000000000014
6,2.335704661524296,0.27740000000000004
7,2.335704661524296,0.2540000000000001
8,2.335704661524296,0.3528
9,2.335704661524296,0.3096
10,2.335704661524296,0.34840000000000004
11,2.335704661524296,0.3379999999999999
12,2.335704661524296,0.4020000000000001
13,2.335704661524296,0.2726000000000002
14,2.335704661524296,0.21839999999999982
15,2.335704661524296,0.2224
16,2.335704661524296,0.27740000000000004
17,2.335704661524296,0.2788000000000002
18,2.335704661524296,0.27320000000000016
19,2.335704661524296,0.27760000000000007
20,2.335704661524296,0.18099999999999997
21,2.335704661524296,0.26799999999999996
22,2.335704661524296,0.25840000000000013
23,2.335704661524296,0.3594000000000003
24,2.335704661524296,0.32040000000000013
25,2.335704661524296,0.3110000000000003
26,2.335704661524296,0.3512000000000001
27,2.335704661524296,0.2317999999999998
28,2.335704661524296,0.3052000000000002
29,2.335704661524296,0.2417999999999999
30,2.335704661524296,0.3110000000000001
31,2.335704661524296,0.24239999999999992
32,2.335704661524296,0.1149999999999999
33,2.335704661524296,0.13679999999999992
34,2.335704661524296,0.24840000000000004
35,2.335704661524296,0.34619999999999995
36,2.335704661524296,0.2488
37,2.335704661524296,0.23739999999999992
38,2.335704661524296,0.25360000000000005
39,2.335704661524296,0.2487999999999999
40,2.335704661524296,0.21919999999999992
41,2.335704661524296,0.2434
42,2.335704661524296,0.18079999999999996
43,2.335704661524296,0.23659999999999992
44,2.335704661524296,0.3668000000000001
45,2.335704661524296,0.2728000000000001
46,2.335704661524296,0.22219999999999984
47,2.335704661524296,0.2612
48,2.335704661524296,0.25040000000000007
49,2.335704661524296,0.30200000000000016
50,2.335704661524296,0.28420000000000006
51,2.335704661524296,0.3038000000000002
52,2.335704661524296,0.35119999999999996
53,2.335704661524296,0.3100000000000002
54,2.335704661524296,0.34900000000000014
55,2.335704661524296,0.2864000000000002
56,2.335704661524296,0.27659999999999996
57,2.335704661524296,0.16499999999999995
58,2.335704661524296,0.26020000000000015
59,2.335704661524296,0.4394000000000002
60,2.335704661524296,0.2688000000000001
61,2.335704661524296,0.32820000000000005
62,2.335704661524296,0.31399999999999995
63,2.335704661524296,0.2952
64,2.335704661524296,0.21839999999999984
65,2.335704661524296,0.2784000000000001
66,2.335704661524296,0.25339999999999996
67,2.335704661524296,0.2089999999999999
68,2.335704661524296,0.24820000000000003
69,2.335704661524296,0.3318000000000001
70,2.335704661524296,0.29000000000000015
71,2.335704661524296,0.2372
72,2.335704661524296,0.3316000000000001
73,2.335704661524296,0.28400000000000014
74,2.335704661524296,0.25920000000000004
75,2.335704661524296,0.3164000000000001
76,2.335704661524296,0.41459999999999986
77,2.335704661524296,0.31900000000000006
78,2.335704661524296,0.37020000000000003
79,2.335704661524296,0.34079999999999994
80,2.335704661524296,0.3298
81,2.335704661524296,0.3052000000000001
82,2.335704661524296,0.2978000000000001
83,2.335704661524296,0.3250000000000001
84,2.335704661524296,0.3034000000000001
85,2.335704661524296,0.33900000000000013
86,2.335704661524296,0.4220000000000001
87,2.335704661524296,0.35260000000000014
88,2.335704661524296,0.3088000000000001
89,2.335704661524296,0.26020000000000015
90,2.335704661524296,0.3311999999999999
91,2.335704661524296,0.3072000000000002
92,2.335704661524296,0.2978000000000001
93,2.335704661524296,0.38160000000000016
94,2.335704661524296,0.21959999999999993
95,2.335704661524296,0.2137999999999999
96,2.335704661524296,0.2754000000000001
97,2.335704661524296,0.30920000000000025
98,2.335704661524296,0.25600000000000017
99,2.335704661524296,0.2936000000000001
