round,epoch,train_loss,train_acc,norm,independence,balancement,seed
0,0,4.1248837986969225,39.973544975563335,BN,noniid,unbalanced,0
0,1,2.8996155494862856,26.011904765941477,BN,noniid,unbalanced,0
0,2,2.435804467748299,23.535052914089626,BN,noniid,unbalanced,0
0,3,2.3220743433813804,24.706349210385923,BN,noniid,unbalanced,0
0,4,2.2252702258389303,24.01058201260037,BN,noniid,unbalanced,0
0,5,2.179440250109743,23.950396827415183,BN,noniid,unbalanced,0
0,6,2.144798447412473,24.701719580756293,BN,noniid,unbalanced,0
0,7,2.1203646064908415,24.548941802978515,BN,noniid,unbalanced,0
0,8,2.072050772221,25.641534395571107,BN,noniid,unbalanced,0
0,9,2.0615053100442444,25.289682543719255,BN,noniid,unbalanced,0
1,0,2.3591881703082525,18.734750097448174,BN,noniid,unbalanced,0
1,1,2.0266260293231553,28.993506492005235,BN,noniid,unbalanced,0
1,2,2.023377486004317,24.933589136633334,BN,noniid,unbalanced,0
1,3,1.9753098772741218,25.886462025077545,BN,noniid,unbalanced,0
1,4,1.9469280203511892,27.18122786529793,BN,noniid,unbalanced,0
1,5,1.9012401287877527,28.705726092840358,BN,noniid,unbalanced,0
1,6,1.8768032569202182,30.33008657933595,BN,noniid,unbalanced,0
1,7,1.8519666909494183,33.69637937519504,BN,noniid,unbalanced,0
1,8,1.8184233105872287,33.070641472976725,BN,noniid,unbalanced,0
1,9,1.7819934927399166,34.428866583453726,BN,noniid,unbalanced,0
2,0,2.730812726934929,12.203715568166142,BN,noniid,unbalanced,0
2,1,2.369499245032067,9.529948752022644,BN,noniid,unbalanced,0
2,2,2.3115022823949567,12.639333759188117,BN,noniid,unbalanced,0
2,3,2.2899703037979355,14.52514414081659,BN,noniid,unbalanced,0
2,4,2.2554226750215607,16.434977578475337,BN,noniid,unbalanced,0
2,5,2.258787715916142,15.020819984743948,BN,noniid,unbalanced,0
2,6,2.264259504630427,13.63869314664148,BN,noniid,unbalanced,0
2,7,2.257081210880536,12.37748238430964,BN,noniid,unbalanced,0
2,8,2.2566842257709245,14.759769379825336,BN,noniid,unbalanced,0
2,9,2.2388356654766963,16.772101218390358,BN,noniid,unbalanced,0
3,0,2.316508257409909,24.83266733076189,BN,noniid,unbalanced,0
3,1,2.2281053139196407,24.560439556628673,BN,noniid,unbalanced,0
3,2,2.183140571509208,24.787712283901403,BN,noniid,unbalanced,0
3,3,2.128748169937334,25.41708291327203,BN,noniid,unbalanced,0
3,4,2.0871700476724784,26.719530465719583,BN,noniid,unbalanced,0
3,5,2.052595302045762,29.18456543075455,BN,noniid,unbalanced,0
3,6,2.055512031787759,27.418831165020283,BN,noniid,unbalanced,0
3,7,2.001109482004092,28.72252747062203,BN,noniid,unbalanced,0
3,8,1.9511032369691175,31.422327668516786,BN,noniid,unbalanced,0
3,9,1.9055538691476093,32.74225773844685,BN,noniid,unbalanced,0
4,0,1.9831118252982334,28.6046511627907,BN,noniid,unbalanced,0
4,1,1.7246403383258173,36.20194589101595,BN,noniid,unbalanced,0
4,2,1.617263324137938,39.269696257835214,BN,noniid,unbalanced,0
4,3,1.519422217757995,43.30920739664984,BN,noniid,unbalanced,0
4,4,1.433041162566093,47.06039393225382,BN,noniid,unbalanced,0
4,5,1.3652491215554583,49.87363550433289,BN,noniid,unbalanced,0
4,6,1.3308814115005474,51.933436168784716,BN,noniid,unbalanced,0
4,7,1.2241433773226913,55.45384431756612,BN,noniid,unbalanced,0
4,8,1.200548671569638,56.538917896359465,BN,noniid,unbalanced,0
4,9,1.1716478412779066,57.80018983251629,BN,noniid,unbalanced,0
5,0,2.3023330630927252,25.0872331652148,BN,noniid,unbalanced,0
5,1,1.8848993565790868,35.36483989912888,BN,noniid,unbalanced,0
5,2,1.6866834951396068,41.22229063373872,BN,noniid,unbalanced,0
5,3,1.5077200067020824,45.72403530964906,BN,noniid,unbalanced,0
5,4,1.421426160625,48.739224143411924,BN,noniid,unbalanced,0
5,5,1.3255448080605998,48.81208948705388,BN,noniid,unbalanced,0
5,6,1.229546035125105,52.326046795680604,BN,noniid,unbalanced,0
5,7,1.1338172036185648,55.547003280157334,BN,noniid,unbalanced,0
5,8,1.0684756968041946,57.99363711236537,BN,noniid,unbalanced,0
5,9,1.13009878574073,55.06722086325459,BN,noniid,unbalanced,0
6,0,1.7547488291988351,41.75050302066713,BN,noniid,unbalanced,0
6,1,1.480620404766619,49.15492957746479,BN,noniid,unbalanced,0
6,2,1.2749258576468192,56.36234070325681,BN,noniid,unbalanced,0
6,3,1.0935419804499673,62.45305164319249,BN,noniid,unbalanced,0
6,4,0.9497992038342035,67.37466466482816,BN,noniid,unbalanced,0
6,5,0.8294189663761309,71.46545942064742,BN,noniid,unbalanced,0
6,6,0.7388519693183507,73.8715627070324,BN,noniid,unbalanced,0
6,7,0.6288469469200977,78.47250167416854,BN,noniid,unbalanced,0
6,8,0.5521078908995248,81.4952213126169,BN,noniid,unbalanced,0
6,9,0.4968992921938035,82.68569751076855,BN,noniid,unbalanced,0
7,0,1.810675504035725,36.335213028757195,BN,noniid,unbalanced,0
7,1,1.6603600335797588,34.83583958943685,BN,noniid,unbalanced,0
7,2,1.6129239348008444,37.719298245614034,BN,noniid,unbalanced,0
