Epoch,Norm,Opt,Lr,Momentum,Weight_decay,Train_Loss,Test_Loss,Test_Accuracy
38,Group Norm,adam,0.01,0.5,0,4.639210305111917e-05,1.691129683693753,0.773
39,Group Norm,adam,0.01,0.5,0,3.986950749262308e-05,1.710268939597697,0.7734
40,Group Norm,adam,0.01,0.5,0,3.389478832551548e-05,1.7327814788758,0.773
41,Group Norm,adam,0.01,0.5,0,2.8855396452194015e-05,1.7412264520608927,0.773
42,Group Norm,adam,0.01,0.5,0,2.715829677260591e-05,1.751066047179548,0.7735
43,Group Norm,adam,0.01,0.5,0,2.5389695003789657e-05,1.7602944177917288,0.7736
44,Group Norm,adam,0.01,0.5,0,2.351001238102725e-05,1.772764027873172,0.7734
45,Group Norm,adam,0.01,0.5,0,2.1570418336972223e-05,1.7845568136323857,0.774
46,Group Norm,adam,0.01,0.5,0,1.9631970919172347e-05,1.7969110924986345,0.775
47,Group Norm,adam,0.01,0.5,0,1.7664805596732757e-05,1.8108445164523548,0.7748
48,Group Norm,adam,0.01,0.5,0,1.5764325579559573e-05,1.8277049223078956,0.7746
49,Group Norm,adam,0.01,0.5,0,1.3933364033202634e-05,1.8442656382729736,0.7745
50,Group Norm,adam,0.01,0.5,0,1.2223148116479193e-05,1.8611466409284858,0.7744
1,Group Norm,adam,0.01,0.9,0,2.666634205357193,2.167692658267444,0.1881
2,Group Norm,adam,0.01,0.9,0,1.976703826118918,1.8841037116473234,0.3158
3,Group Norm,adam,0.01,0.9,0,1.7351700043129494,1.8019308681729473,0.3492
4,Group Norm,adam,0.01,0.9,0,1.5657538041434325,1.5094166496131993,0.4528
5,Group Norm,adam,0.01,0.9,0,1.4202606632276569,1.3757635822779015,0.4957
6,Group Norm,adam,0.01,0.9,0,1.2851130684928211,1.2328173435187038,0.5542
7,Group Norm,adam,0.01,0.9,0,1.1565574532579583,1.1742638025102736,0.5811
8,Group Norm,adam,0.01,0.9,0,1.061171878481765,1.0131741709347013,0.6411
9,Group Norm,adam,0.01,0.9,0,0.9416962985492423,1.0298541972908792,0.6391
10,Group Norm,adam,0.01,0.9,0,0.8444120745219843,0.8830713433555409,0.6908
11,Group Norm,adam,0.01,0.9,0,0.7531205402768176,0.8377227526676806,0.709
12,Group Norm,adam,0.01,0.9,0,0.6611132832896679,0.8497566045085087,0.7039
13,Group Norm,adam,0.01,0.9,0,0.577331058661956,0.8378138610079319,0.7161
14,Group Norm,adam,0.01,0.9,0,0.5058330266219576,0.7922372184222257,0.7391
15,Group Norm,adam,0.01,0.9,0,0.4217921447418535,0.86753886108157,0.7171
16,Group Norm,adam,0.01,0.9,0,0.3420890618087081,0.8655371137812168,0.7317
17,Group Norm,adam,0.01,0.9,0,0.27144279485315925,0.97868192497688,0.7271
18,Group Norm,adam,0.01,0.9,0,0.20913747356027898,0.9822948454301569,0.7441
19,Group Norm,adam,0.01,0.9,0,0.1652920454302255,1.0791975493672528,0.7416
20,Group Norm,adam,0.01,0.9,0,0.1366920257249223,1.0785477229311495,0.7445
21,Group Norm,adam,0.01,0.9,0,0.02485527634463461,1.1687960526611232,0.7695
22,Group Norm,adam,0.01,0.9,0,0.003059279272610279,1.2582467590706259,0.7737
23,Group Norm,adam,0.01,0.9,0,0.0010670069297698214,1.3200130213665058,0.7747
24,Group Norm,adam,0.01,0.9,0,0.0006542380163332928,1.3672990934758247,0.7741
25,Group Norm,adam,0.01,0.9,0,0.0004635507590286291,1.4069122996511338,0.7739
26,Group Norm,adam,0.01,0.9,0,0.0003461570025968325,1.4429077543789828,0.7737
27,Group Norm,adam,0.01,0.9,0,0.0002640357096520219,1.4760084438927565,0.7745
28,Group Norm,adam,0.01,0.9,0,0.00020475080298200903,1.5096428854556023,0.7741
29,Group Norm,adam,0.01,0.9,0,0.00016016768786543802,1.5377724547929401,0.7742
30,Group Norm,adam,0.01,0.9,0,0.00012617509661312632,1.5685387449928476,0.7735
31,Group Norm,adam,0.01,0.9,0,0.00010118715743751019,1.5802845041963118,0.7738
32,Group Norm,adam,0.01,0.9,0,9.327155806127485e-05,1.5925638622875455,0.7736
33,Group Norm,adam,0.01,0.9,0,8.526403642305092e-05,1.6060297353358208,0.7736
34,Group Norm,adam,0.01,0.9,0,7.725855658414996e-05,1.6202471007274677,0.7736
35,Group Norm,adam,0.01,0.9,0,6.915462157583934e-05,1.636110795449607,0.7741
36,Group Norm,adam,0.01,0.9,0,6.120035646289326e-05,1.6531002227264116,0.7738
37,Group Norm,adam,0.01,0.9,0,5.359002236330309e-05,1.6714908918247948,0.7742
38,Group Norm,adam,0.01,0.9,0,4.639210305111917e-05,1.691129683693753,0.773
39,Group Norm,adam,0.01,0.9,0,3.986950749262308e-05,1.710268939597697,0.7734
40,Group Norm,adam,0.01,0.9,0,3.389478832551548e-05,1.7327814788758,0.773
41,Group Norm,adam,0.01,0.9,0,2.8855396452194015e-05,1.7412264520608927,0.773
42,Group Norm,adam,0.01,0.9,0,2.715829677260591e-05,1.751066047179548,0.7735
43,Group Norm,adam,0.01,0.9,0,2.5389695003789657e-05,1.7602944177917288,0.7736
44,Group Norm,adam,0.01,0.9,0,2.351001238102725e-05,1.772764027873172,0.7734
45,Group Norm,adam,0.01,0.9,0,2.1570418336972223e-05,1.7845568136323857,0.774
46,Group Norm,adam,0.01,0.9,0,1.9631970919172347e-05,1.7969110924986345,0.775
47,Group Norm,adam,0.01,0.9,0,1.7664805596732757e-05,1.8108445164523548,0.7748
48,Group Norm,adam,0.01,0.9,0,1.5764325579559573e-05,1.8277049223078956,0.7746
49,Group Norm,adam,0.01,0.9,0,1.3933364033202634e-05,1.8442656382729736,0.7745
50,Group Norm,adam,0.01,0.9,0,1.2223148116479193e-05,1.8611466409284858,0.7744
