Epoch,Norm,Opt,Lr,Momentum,Weight_decay,Train_Loss,Test_Loss,Test_Accuracy
13,Group Norm,sgd,0.01,0.5,0,0.5503359748731793,0.8139916130259067,0.7266
14,Group Norm,sgd,0.01,0.5,0,0.4975396590235898,0.8777753899369058,0.7232
15,Group Norm,sgd,0.01,0.5,0,0.45510976195640274,0.7926543777502035,0.7481
16,Group Norm,sgd,0.01,0.5,0,0.3901563318412932,0.8395560806310629,0.7408
17,Group Norm,sgd,0.01,0.5,0,0.3536049723625183,0.7427071151854117,0.7691
18,Group Norm,sgd,0.01,0.5,0,0.29818252338777723,0.735440813287904,0.7735
19,Group Norm,sgd,0.01,0.5,0,0.2479282866048691,0.8261630878418307,0.7538
20,Group Norm,sgd,0.01,0.5,0,0.22202321174352066,0.911478851414934,0.745
21,Group Norm,sgd,0.01,0.5,0,0.04757574618415302,0.7662289587757255,0.8027
22,Group Norm,sgd,0.01,0.5,0,0.013401641313920317,0.7946004245100142,0.806
23,Group Norm,sgd,0.01,0.5,0,0.006446257295549068,0.811934169711946,0.8073
24,Group Norm,sgd,0.01,0.5,0,0.004124841768928158,0.831691459009919,0.8057
25,Group Norm,sgd,0.01,0.5,0,0.003038119439862173,0.8487140887145754,0.8063
26,Group Norm,sgd,0.01,0.5,0,0.0024166064678698474,0.8589451460144187,0.8069
27,Group Norm,sgd,0.01,0.5,0,0.002013101326742345,0.8709848164757595,0.8083
28,Group Norm,sgd,0.01,0.5,0,0.0017290526661304924,0.8804742965517165,0.8074
29,Group Norm,sgd,0.01,0.5,0,0.001510222624961163,0.8887201147743419,0.8089
30,Group Norm,sgd,0.01,0.5,0,0.0013406982685884705,0.8990163674837426,0.8082
31,Group Norm,sgd,0.01,0.5,0,0.001214364562314623,0.899064345450341,0.8087
32,Group Norm,sgd,0.01,0.5,0,0.0011740096432664205,0.9017041906525817,0.8084
33,Group Norm,sgd,0.01,0.5,0,0.0011370138835657359,0.903657249634779,0.8085
34,Group Norm,sgd,0.01,0.5,0,0.00110252338010208,0.9064470544646058,0.8085
35,Group Norm,sgd,0.01,0.5,0,0.0010694566366198422,0.9077724622020239,0.8085
36,Group Norm,sgd,0.01,0.5,0,0.001038492520880478,0.9096046339107465,0.8083
37,Group Norm,sgd,0.01,0.5,0,0.0010089232895077894,0.9122580108763296,0.8078
38,Group Norm,sgd,0.01,0.5,0,0.0009815699957243268,0.914331667030914,0.8077
39,Group Norm,sgd,0.01,0.5,0,0.000954896103396602,0.9161429522158224,0.8079
40,Group Norm,sgd,0.01,0.5,0,0.0009302312068765044,0.9181168633925764,0.8078
41,Group Norm,sgd,0.01,0.5,0,0.0009082282451666234,0.9187207172943067,0.8079
42,Group Norm,sgd,0.01,0.5,0,0.0009000319697985859,0.9193528984920888,0.8079
43,Group Norm,sgd,0.01,0.5,0,0.0008929908370731346,0.9199485031864311,0.8079
44,Group Norm,sgd,0.01,0.5,0,0.00088512670883523,0.92064169049263,0.808
45,Group Norm,sgd,0.01,0.5,0,0.0008780837224711857,0.9211627954169165,0.8083
46,Group Norm,sgd,0.01,0.5,0,0.0008711042685780789,0.9217995552322532,0.8081
47,Group Norm,sgd,0.01,0.5,0,0.0008634164276005238,0.922399934334091,0.8083
48,Group Norm,sgd,0.01,0.5,0,0.0008569276820042926,0.922895945702927,0.8084
49,Group Norm,sgd,0.01,0.5,0,0.0008502158526446709,0.9235075402863419,0.8082
50,Group Norm,sgd,0.01,0.5,0,0.0008428557507206669,0.9240546818775467,0.8083
1,Group Norm,sgd,0.01,0.9,0,2.982882835980876,2.1335345702835276,0.2088
2,Group Norm,sgd,0.01,0.9,0,1.9464640772860984,1.8099174484421936,0.3255
3,Group Norm,sgd,0.01,0.9,0,1.6258777315964175,1.4599822593640677,0.4591
4,Group Norm,sgd,0.01,0.9,0,1.433003547856265,1.4290119650997692,0.4719
5,Group Norm,sgd,0.01,0.9,0,1.2435861676550277,1.3404984096937542,0.5072
6,Group Norm,sgd,0.01,0.9,0,1.0959112554255044,1.0294459733781935,0.6328
7,Group Norm,sgd,0.01,0.9,0,0.9495781178364668,1.0143802799756014,0.6387
8,Group Norm,sgd,0.01,0.9,0,0.8518062953448966,0.8826996140842196,0.6867
9,Group Norm,sgd,0.01,0.9,0,0.7494784962490696,0.8053021891207635,0.7174
10,Group Norm,sgd,0.01,0.9,0,0.670402077457789,0.7511757521689693,0.7401
11,Group Norm,sgd,0.01,0.9,0,0.5900446055337901,0.7358469714092303,0.748
12,Group Norm,sgd,0.01,0.9,0,0.5281416948341653,0.6966916417019277,0.7655
13,Group Norm,sgd,0.01,0.9,0,0.4584279474242569,0.6816305503060546,0.7672
14,Group Norm,sgd,0.01,0.9,0,0.395114266773319,0.6273717310609697,0.7891
15,Group Norm,sgd,0.01,0.9,0,0.3318640087419154,0.6640125731878643,0.787
16,Group Norm,sgd,0.01,0.9,0,0.2818196000879073,0.6889821294742294,0.7802
17,Group Norm,sgd,0.01,0.9,0,0.23479418393672274,0.7128160814695721,0.7832
18,Group Norm,sgd,0.01,0.9,0,0.16643690920013296,0.6882459600515003,0.8026
19,Group Norm,sgd,0.01,0.9,0,0.1048272683254212,0.7179235318039037,0.8046
20,Group Norm,sgd,0.01,0.9,0,0.08172984100173196,0.756540112103088,0.796
21,Group Norm,sgd,0.01,0.9,0,0.017843741713963506,0.6603672134725354,0.8309
22,Group Norm,sgd,0.01,0.9,0,0.004592905821733634,0.6724550712712204,0.8322
23,Group Norm,sgd,0.01,0.9,0,0.003103210039965599,0.6835596029517017,0.8339
24,Group Norm,sgd,0.01,0.9,0,0.0024454663454047633,0.6927971436253076,0.8329
25,Group Norm,sgd,0.01,0.9,0,0.0020375507648515007,0.6996240653569186,0.8338
26,Group Norm,sgd,0.01,0.9,0,0.0017536873984283976,0.7069514759733707,0.8333
27,Group Norm,sgd,0.01,0.9,0,0.0015382922697833757,0.7126303990430469,0.8335
28,Group Norm,sgd,0.01,0.9,0,0.00137403121461039,0.7195011494280417,0.8342
29,Group Norm,sgd,0.01,0.9,0,0.0012382533217546866,0.7232311586790447,0.8331
30,Group Norm,sgd,0.01,0.9,0,0.0011272673263474156,0.7297472697270068,0.8347
31,Group Norm,sgd,0.01,0.9,0,0.001039178394253992,0.7303261998333509,0.8339
32,Group Norm,sgd,0.01,0.9,0,0.0010119266973277244,0.7318607795087597,0.8336
33,Group Norm,sgd,0.01,0.9,0,0.0009863030587030036,0.7333979980100559,0.8337
34,Group Norm,sgd,0.01,0.9,0,0.0009618763842553262,0.7352525044845629,0.8337
35,Group Norm,sgd,0.01,0.9,0,0.0009376420068543861,0.7365601191037818,0.834
36,Group Norm,sgd,0.01,0.9,0,0.0009153603992658331,0.7381584101085421,0.8337
37,Group Norm,sgd,0.01,0.9,0,0.0008939163413379923,0.7393706938888454,0.8334
38,Group Norm,sgd,0.01,0.9,0,0.0008741021911819677,0.7407346096219896,0.8339
39,Group Norm,sgd,0.01,0.9,0,0.0008545210547780956,0.7420480715323098,0.8333
40,Group Norm,sgd,0.01,0.9,0,0.0008357525323047196,0.7435043801235247,0.8339
41,Group Norm,sgd,0.01,0.9,0,0.0008178172872581607,0.7441588994822924,0.8335
42,Group Norm,sgd,0.01,0.9,0,0.0008121807520608882,0.7445024885708773,0.834
43,Group Norm,sgd,0.01,0.9,0,0.0008065377411496876,0.7449816027774087,0.8339
44,Group Norm,sgd,0.01,0.9,0,0.0008011108004253434,0.7454309040987039,0.834
45,Group Norm,sgd,0.01,0.9,0,0.0007955792215307389,0.7458950047251545,0.8336
46,Group Norm,sgd,0.01,0.9,0,0.0007903894581927268,0.7462910530687887,0.8334
47,Group Norm,sgd,0.01,0.9,0,0.0007847428147364265,0.7467376733128028,0.8338
48,Group Norm,sgd,0.01,0.9,0,0.0007796006465075857,0.7471076167082484,0.8338
49,Group Norm,sgd,0.01,0.9,0,0.0007743993100425577,0.7476046937930433,0.8335
50,Group Norm,sgd,0.01,0.9,0,0.0007691134057362633,0.7480527283270147,0.8335
