Epochs,Train Loss Average,Test Loss,Test accuracy
0,3.5544113607569168,2.373760302734375,0.1015
1,2.3650164141523837,2.266770379638672,0.137
2,2.290598451902867,2.2344361225128173,0.1566
3,2.265591150218248,2.2199244689941406,0.1606
4,2.219500970661044,2.1607223943710325,0.2017
5,2.1591448792052264,2.098308624649048,0.2054
6,2.114620022096038,2.047083991241455,0.2123
7,2.0832164595621823,2.041245861816406,0.2368
8,2.0610796113723517,2.01771783618927,0.2415
9,2.0479198774063585,2.01011432800293,0.2428
10,2.030648279892802,1.9944648712158204,0.2478
11,2.017415876330137,1.97915982837677,0.2564
12,2.0056636982899905,1.9759521488189697,0.2547
13,1.9913098520207402,1.953411629486084,0.2641
14,1.9791090005230902,1.9500243938446045,0.2688
15,1.970431413138509,1.935431220817566,0.275
16,1.9489170269554854,1.9189539402008056,0.274
17,1.944528986264467,1.9112775455474853,0.2821
18,1.9278124560254812,1.8874904287338257,0.2918
19,1.9163762966966629,1.8829743320465089,0.2878
20,1.9039323882150652,1.860313283920288,0.302
21,1.8910481824946406,1.8586592260360717,0.296
22,1.874778082817197,1.838690398979187,0.3152
23,1.8731186920928953,1.8392059186935426,0.3118
24,1.854135056116581,1.8217407949447633,0.3246
25,1.8455938541960717,1.8122826385498048,0.3223
26,1.8356629627543686,1.799305205154419,0.3305
27,1.8219696511292458,1.7911504554748534,0.3391
28,1.8126529502767323,1.7825038711547851,0.3416
29,1.8002031481945515,1.7845781661987306,0.3358
30,1.7938490924704076,1.7677285413742065,0.3498
31,1.7855578221827748,1.7658636606216431,0.3496
32,1.7731426122647527,1.7560237913131713,0.3557
33,1.7687342422217136,1.7474501621246339,0.36
34,1.7626748351526262,1.7431913244247437,0.3551
35,1.756616446174085,1.7355055475234986,0.355
36,1.7522713929051161,1.7406470510482788,0.3551
37,1.7443474339884522,1.7303085693359375,0.3623
38,1.7324181728339194,1.7253358623504638,0.3595
39,1.7316040115433928,1.728298999977112,0.3607
40,1.7259840438503027,1.7311611278533936,0.3639
41,1.7204650695985557,1.728847783279419,0.3671
42,1.7126808635497093,1.7092279733657836,0.369
43,1.7020247806158662,1.7082431211471558,0.375
44,1.6930734896773099,1.6943975999832153,0.3786
45,1.6895796291843055,1.703753684234619,0.3729
46,1.686826812002063,1.695494475364685,0.3802
47,1.6819189002186063,1.6827367528915405,0.3798
48,1.678160886605978,1.682398654937744,0.3859
49,1.6771244442784785,1.6798152982711791,0.3845
