Epochs,Train Loss Average,Test Loss,Test accuracy
0,2.9090727670725376,2.3259491386413575,0.1
1,2.526763927592635,2.3254637218475342,0.1
2,2.3190854952162505,2.3507714847564696,0.1
3,2.2384454082304246,2.3806557191848756,0.1001
4,2.190920151518583,2.3585046352386474,0.1073
5,2.1535541680639985,2.282074789428711,0.1392
6,2.1356609059226512,2.168193302536011,0.1886
7,2.1205013410484788,2.2251458877563475,0.158
8,2.095906525152922,2.2810677341461183,0.1603
9,2.083178658675551,2.242489268684387,0.1672
10,2.0651203535437586,2.182176027107239,0.1799
11,2.0429128742289544,2.3241093315124512,0.1649
12,2.0271214019209145,2.2527390808105467,0.1823
13,2.0293808086138965,2.272125448036194,0.1669
14,2.00934626132369,2.254096279335022,0.178
15,1.9948973865234851,2.2181276712417604,0.1965
16,1.9829512914758922,2.222721670913696,0.202
17,1.9825949124425652,2.201370154762268,0.21
18,1.9714541540187596,2.1627077377319335,0.2125
19,1.9647992099016904,2.3678829103469847,0.1782
20,1.95125009198308,2.191882544517517,0.2175
21,1.9357589625942708,2.3105242485046387,0.1755
22,1.9174140091609952,2.074171640205383,0.2397
23,1.9252090319037438,2.266959125137329,0.2037
24,1.9018239300602677,2.1647411071777345,0.2139
25,1.9069551372921467,2.099944388771057,0.2245
26,1.8929256394732001,2.059267442321777,0.2331
27,1.8716677559137342,2.03322301158905,0.2432
28,1.8642491144651179,1.9650597127914429,0.268
29,1.861925750412047,2.0408992500305176,0.2408
30,1.85651019359529,2.204092543411255,0.2012
31,1.8555405618917937,2.1331765970230103,0.2274
32,1.8433591608691215,2.084021006011963,0.2377
33,1.8364719532564284,2.2910918630599975,0.183
34,1.8241487532168628,1.9767878103256225,0.2628
35,1.8135252481070157,1.9674345970153808,0.2671
36,1.819212909798026,2.0597982858657837,0.2245
37,1.8042553184545043,1.9760750968933105,0.2585
38,1.8070948384535312,2.127774236869812,0.2025
39,1.793403076220751,2.1908546047210695,0.1962
40,1.7985046628713612,1.9589766128540038,0.2704
41,1.7819085610222818,2.07338473777771,0.2092
42,1.778102071074247,1.916978825378418,0.2809
43,1.7574330063575505,1.9172858741760255,0.2857
44,1.7536526784664392,1.9496559480667115,0.2641
45,1.753146189290285,1.9103166070938111,0.2804
46,1.7316950558030606,1.8162603130340575,0.3169
47,1.7183122357279064,1.8615556047439574,0.296
48,1.7151520324367282,1.9138653383255004,0.2635
49,1.7247770788687464,1.8862011758804322,0.2868
