Epochs,Train Loss Average,Test Loss,Test accuracy
0,2.420560008297099,28.813493432617186,0.0988
1,2.2996458427083493,70.53952483520507,0.0994
2,2.2144202658963206,118.44655132446289,0.1074
3,2.1517958032584192,133.05954901123047,0.1079
4,2.109286847516894,172.7380702636719,0.1041
5,2.080746789786816,261.118285546875,0.1
6,2.064332342160344,232.8971759765625,0.1
7,2.056869861589074,367.0793873046875,0.1
8,2.04158992574811,363.4515596435547,0.1
9,2.0230185279279946,547.7671462890625,0.1
10,2.008545265471935,573.8175009765625,0.1005
11,1.9994652597540619,589.0810801757813,0.1
12,1.974440903620124,551.4554216796874,0.1111
13,1.962549923129678,532.0972684570313,0.1167
14,1.951736806119681,506.4392634277344,0.1
15,1.9434717802441122,532.0877580566406,0.1002
16,1.9238781613117453,655.4056185546875,0.1
17,1.9106468695354462,802.9771841796875,0.1
18,1.899825234721303,535.5803437988282,0.1
19,1.8861338845801352,598.6013915527344,0.1002
20,1.8703296227586268,764.1597939941406,0.1012
21,1.8660054090762137,460.6763173583984,0.1002
22,1.8558686559683082,662.6747625488281,0.1035
23,1.843206625208855,669.7784117675782,0.1003
24,1.8387866022288797,735.8962325195313,0.1001
25,1.8318675851672885,696.615386328125,0.1
26,1.8160142337173224,882.9989994140625,0.1
27,1.8148267738735673,756.4255723144531,0.1
28,1.8113099787080287,830.71033828125,0.1
29,1.7894630030089616,726.1736755371094,0.1
30,1.775047902055979,654.0588550292969,0.1
31,1.7694495692551135,646.6002792480468,0.1
32,1.7543979740190505,685.75903046875,0.1
33,1.7521459428924324,609.0210479003906,0.1002
34,1.743120477117002,645.3766358886719,0.1001
35,1.733956101900637,812.86326171875,0.1
36,1.7169692326277495,677.3771586914063,0.1064
37,1.6998468083372713,728.0378667480469,0.1012
38,1.6946278135076167,641.2485008789063,0.1129
39,1.6853049280858041,701.8807665527344,0.1019
40,1.6745115128636356,723.0828348632813,0.1001
41,1.6618236651307345,698.3406833496093,0.1024
42,1.6523016894671319,689.509219921875,0.1
43,1.6522167746853829,658.5608221679687,0.1012
44,1.634644255924523,723.1239725097656,0.1125
45,1.627906344205141,659.5214467773437,0.1162
46,1.6198502885133028,725.0087700683594,0.1268
47,1.600405470304191,598.6427549804688,0.1041
48,1.6015148960503935,599.1935165527344,0.1237
49,1.5794477283793686,795.4856192382813,0.1146
