Epochs,Train Loss Average,Test Loss,Test accuracy
0,7.430786043405533,9.522912697289318,0.1
1,6.420396616367194,8.233801952947061,0.1
2,4.6103649440865855,5.5160439715217855,0.0999
3,2.2512837906510983,5.416968398962539,0.1
4,2.164091453614618,6.472196716089218,0.1011
5,1.948961567825089,5.630736746346227,0.1
6,1.7273959956189355,5.940544518418967,0.1
7,1.8188776690226334,5.056008973441566,0.1
8,1.7734904149403938,4.116044215881787,0.1
9,1.346320435343112,3.6810437642728178,0.1
10,1.4063919287461502,3.4010690865806117,0.1
11,1.2104978704719405,3.546088201169389,0.1
12,1.3283155395434452,4.02190089149597,0.1025
13,1.1888896294622973,3.031872097295694,0.1
14,1.0994688689190157,2.820389845881599,0.102
15,1.03170086986692,3.015811058659904,0.1
16,1.0218008698854157,2.795942991305464,0.1
17,1.0744880955952865,2.5650198071147687,0.1
18,1.0137505169098193,3.426061097806254,0.1
19,1.0619149406310708,2.5607549641459895,0.1058
20,1.0311742101668573,2.705128843411089,0.1156
21,0.9491742289595864,2.790885032556308,0.1
22,1.0696354428162944,2.673345760034677,0.1285
23,1.0643253688628858,2.8765991663399597,0.1
24,0.8598433021817703,3.003761941251663,0.1
25,0.8873422248597939,2.550001464331874,0.1162
26,0.9205712693476436,2.4945100922934924,0.1436
27,0.9388783532839555,2.4053818943401497,0.1407
28,0.904147123488096,2.637239549868404,0.11
29,0.8455863520158935,2.637888772038225,0.1393
30,0.8758886438432455,2.552241572175925,0.136
31,0.7049205322576351,2.5428704385178538,0.1641
32,0.7699867155975191,2.664630362020133,0.1656
33,0.8150314614382086,2.720993767150294,0.1001
34,0.8856764812099055,2.605178849003947,0.1443
35,0.8222081082022038,2.373913862834723,0.101
36,0.8214280177968325,2.398012247329322,0.1792
37,0.8265307662578729,2.4841564809933256,0.1726
38,0.8208866067473745,2.4792288591305667,0.1381
39,0.7597747965216671,2.3330198979606265,0.1536
40,0.778123196933582,2.4084844086497736,0.1542
41,0.8795261078155956,2.3820198271602107,0.1657
42,0.8599974094685351,2.348649600824228,0.113
43,0.8127956326139192,2.4976296523889414,0.1461
44,0.7072696093626571,2.246020519695343,0.172
45,0.8539978160279134,2.2239014698674504,0.1526
46,0.7298139463271722,2.957784922359089,0.1514
47,0.8547094049939215,2.8266257935057815,0.1
48,0.7563765962645954,2.8513131027404492,0.1818
49,0.8196158397657062,2.3207531809425963,0.1632
50,0.8072918490088622,2.739607792692824,0.1553
51,0.847539342366732,2.2655741757097334,0.1603
52,0.8625447042859518,2.344486624668962,0.1597
53,0.6801000949550422,2.4577751959474705,0.163
54,0.785188193504627,2.1579413634900466,0.158
55,0.6810017267984502,2.4167137930568416,0.1605
56,0.8096521883056713,2.580281142609569,0.1713
57,0.8658321080299525,2.5400722049676574,0.1351
58,0.9245411402904071,2.457614715106952,0.1503
59,0.6422064009038038,2.4321946080881185,0.1839
60,0.5586381064512422,2.6209052934433323,0.1473
61,0.6097116339430334,2.2939452039548,0.1692
62,0.8014109743901757,2.1445948152115553,0.1757
63,0.6778308010055089,2.325415270016216,0.1475
64,0.78677742595856,2.3226878955341377,0.1738
65,0.6831413617943186,2.6548848030285335,0.1644
66,0.6947325575855547,2.503269593174846,0.122
67,0.6592091238104314,2.614908860133479,0.162
68,0.7084036291232154,2.3541216606530138,0.1521
69,0.7980596911467728,2.7233692914152297,0.1399
70,0.7529370575104483,2.742348438634659,0.1
71,0.6749344092794882,2.6437543931479652,0.1488
72,0.7185312533607849,2.2542533546971817,0.1748
73,0.7282526947824338,2.1678407432172246,0.1648
74,0.6318839205806188,2.3446492368039995,0.1726
75,0.5885304292213382,2.3461962477467693,0.1795
76,0.8005025017720001,2.471330497592402,0.1731
77,0.862263361307291,2.585698113654749,0.173
78,0.7902987243070898,2.2825512181455716,0.1695
79,0.729124448150525,2.313959357456658,0.1721
80,0.7168693127177763,2.4247072512349384,0.165
81,0.8187187067591226,2.5822921511464227,0.165
82,0.8423645414357172,2.213896282945578,0.2147
83,0.7434791451463332,2.218997846015345,0.2077
84,0.7067596154144178,2.2011440398213202,0.2236
85,0.7347969090343842,2.4122950055728705,0.1456
86,0.6953439849949061,2.08537787903612,0.1916
87,0.7306619693285589,2.224724460333681,0.1708
88,0.6662261637832182,2.444484812763933,0.1691
89,0.786384588592773,2.9478942715702727,0.1358
90,0.7842113677331677,2.200838852233399,0.1681
91,0.5883817834981947,2.0360948982330176,0.1806
92,0.7831485464904779,2.5860361298813985,0.1
93,0.6193216418659386,2.685867191503604,0.1618
94,0.6627751571160143,2.50044825892098,0.184
95,0.8002447092108642,2.2336751367337406,0.1579
96,0.6225173092337523,2.332934775672401,0.1691
97,0.693197782392795,2.0544458985709535,0.2242
98,0.8024255326161018,2.2672766081441327,0.1654
99,0.6621345314835287,2.3085823756056474,0.1715
