Epochs,Train Loss Average,Test Loss,Test accuracy
0,6.708061671257019,4.941477262173978,0.1432
1,3.3195394589350777,2.720171466041297,0.2265
2,2.3894455029414248,2.123254261077783,0.3276
3,2.0774631289335397,1.7776586739019082,0.3976
4,1.930794439865993,1.6249280337708445,0.4446
5,1.793271951492016,1.5751577490053998,0.4658
6,1.6948085702382603,1.4665940034503755,0.4922
7,1.6397799702791065,1.4260779436403952,0.508
8,1.599623477458954,1.3492698509472247,0.5342
9,1.524401518931756,1.3422868663129714,0.5365
10,1.5016964490597062,1.3037264326129097,0.5484
11,1.5031755497822397,1.276541625539335,0.5527
12,1.444578809463061,1.2441013514424284,0.5712
13,1.4353618493446938,1.2188128324362417,0.5741
14,1.4162562782947832,1.2261881327476745,0.583
15,1.346917026776534,1.1886829158749443,0.5846
16,1.34649576315513,1.1495039575397017,0.6032
17,1.3447802305221557,1.1276005523654218,0.6095
18,1.307199620283567,1.1691674195920316,0.6011
19,1.2989359984031092,1.1245481160502084,0.616
20,1.2889955240946551,1.1003686772367824,0.6207
21,1.2823341401723714,1.0997945447318471,0.628
22,1.2844962523533747,1.0885213817270418,0.623
23,1.2441445859578941,1.0560911612007946,0.6346
24,1.2213823336821334,1.106133393205393,0.63
25,1.1921947777271271,1.0577885733244898,0.6391
26,1.2319305163163405,1.0708211336653835,0.6375
27,1.2178354625518506,1.044800038726185,0.6418
28,1.1927281049581675,1.0229759482910838,0.6451
29,1.2135937709074756,1.218291125168054,0.6229
30,1.228315005852626,1.0313632288299048,0.6484
31,1.1935559561619393,1.0009163212471497,0.6534
32,1.161360694353397,1.001984574067326,0.6506
33,1.1483086310900172,1.009084181568493,0.6581
34,1.1769905732228205,0.9975952965002091,0.6615
35,1.1264360904693602,1.0086388648889315,0.6476
36,1.143194379714819,0.9902237943186166,0.6642
37,1.12398203427975,0.9574334410051949,0.6672
38,1.1204516580471624,1.0182328272741823,0.6594
39,1.0826425451498765,1.0066979674104684,0.66
40,1.1251881150098946,0.9467445158729919,0.6726
41,1.0851264926103446,0.9446335524415818,0.6733
42,1.0989158015984755,1.0248147517728348,0.6598
43,1.0925647598046524,0.9458021757701716,0.6823
44,1.0357020589021537,0.959894446328806,0.6741
45,1.066133989737584,0.9281616020507325,0.6777
46,1.0530627812330537,0.9239333955624613,0.6865
47,1.088445126093351,0.9669815424722604,0.6795
48,1.050500977956332,0.9183930343332382,0.6821
49,1.0758177285011,0.9360502732637972,0.6785
50,1.0399609829370793,0.916117332518672,0.687
51,1.0462769966859085,0.9194105582686659,0.6842
52,1.0396783613241634,0.9421307759734389,0.6818
53,1.0484463962224815,0.8933033618492822,0.6881
54,1.0284287228034095,0.9227284860496704,0.69
55,1.0192529146487896,0.9091709658932,0.695
56,1.0169543252541469,0.9040809196595567,0.6893
57,0.9989304767205166,0.8901567291527891,0.6947
58,1.047863118006633,0.9016297910921871,0.6893
59,1.0161990335354438,0.8746256711193547,0.6966
60,0.9885095834732054,0.8973425556295596,0.6994
61,0.9889228417323185,0.9157885029293097,0.6925
62,0.9852040923558748,0.9018528152959415,0.6956
63,0.9784685134887694,0.8831076964783592,0.7004
64,0.9664922622533945,0.8695093597086093,0.7016
65,0.9843367537626854,0.8949013833230296,0.6944
66,1.029766161625202,0.9000169482474891,0.6942
67,1.022111740708351,0.863034635972672,0.7054
68,0.945041833474086,0.8890097152691679,0.7013
69,0.9948479503393173,0.9170908531822717,0.6989
70,1.0191412313626362,0.8547902842299245,0.7073
71,0.9244464718378508,0.8791494664673607,0.7059
72,0.945334694477228,0.8642413890399872,0.7048
73,0.9366993193443005,0.8548400228777633,0.708
74,0.9357526054749121,0.8692310842843102,0.704
75,0.9756541270476123,0.852762586773394,0.7173
76,0.9553060444501732,0.8686046844092421,0.7132
77,0.9220067377273855,0.8808925798335395,0.7086
78,0.9407716191731966,0.8468289294372351,0.7095
79,0.9513093173503876,0.8381857772985586,0.7103
80,0.9303356610811674,0.8289100854351117,0.7186
81,0.9089971886231348,0.8262476813488494,0.7228
82,0.9408385075055635,0.8184084445714189,0.717
83,0.938509293473684,0.8933225840615769,0.6995
84,0.9642629091556255,0.8398516510431759,0.7154
85,0.9280463145329401,0.8420143635889974,0.714
86,0.8952523259016184,0.8189668225023312,0.7209
87,0.9355928210111764,0.8223561673118664,0.7172
88,0.9043998388143688,0.8268112261264849,0.7172
89,0.9198450904626112,0.822836879914561,0.7197
90,0.9095527353195045,0.8106897947506402,0.7194
91,0.841823892409985,0.8184125814765406,0.7207
92,0.8969484205429371,0.8137622388978355,0.723
93,0.9353173297185166,0.8252463546423866,0.7198
94,0.8726421282841608,0.8344284856852632,0.7137
95,0.8767827121111065,0.8347122293120375,0.7245
96,0.9184332512892208,0.8334600491264758,0.7141
97,0.9479775394384676,0.8014017740568034,0.7254
98,0.9257274893613963,0.8017526621254869,0.7271
99,0.9003308640076565,0.8412916203276418,0.722
