Epochs,Train Loss Average,Test Loss,Test accuracy
0,0.45309303670802964,3.4039983185529707,0.1
1,0.6004375216310738,3.327049492120743,0.1
2,0.498201020994956,2.71529052734375,0.1015
3,0.4460122510628852,2.714622131228447,0.1331
4,0.4343872769147031,2.7652116453647615,0.141
5,0.4127856185372771,2.6601126874685286,0.1717
6,0.4187430200673227,2.7848827214241028,0.1419
7,0.40095929149689474,2.836168115258217,0.1539
8,0.40140657822102377,2.727855197429657,0.184
9,0.387550254724765,2.8329636619091034,0.1736
10,0.3830030743934247,2.8771410436630247,0.1558
11,0.3802845647808443,2.833466174244881,0.1718
12,0.37606517374349735,2.815884099960327,0.175
13,0.3758402977462373,2.8342007076740265,0.1693
14,0.3869639717147805,2.822521759033203,0.1715
15,0.3767259148493201,2.941240678191185,0.1629
16,0.37861087478108046,2.919192335963249,0.1668
17,0.37176725465611604,3.188328419208527,0.1568
18,0.3673192189673314,2.986880513906479,0.1665
19,0.3584061879155959,2.957946817398071,0.1746
20,0.36202693696329175,2.977850077986717,0.166
21,0.3523947356310688,2.8485753378868104,0.1898
22,0.35125025293231144,2.923261077880859,0.1873
23,0.3479392942335796,3.2414561059474947,0.1968
24,0.34608403616990085,2.9574953857660295,0.1842
25,0.34616187664756687,2.983129542350769,0.1942
26,0.3431059205775314,4.635829221010209,0.1995
27,0.3357806577499338,3.282689823627472,0.2043
28,0.33458109763472976,3.2802232514619827,0.2057
29,0.3256900113158846,3.2714422841072084,0.2008
30,0.3273129029691972,3.2759321624040605,0.1926
31,0.3227969240378133,3.077949721693993,0.1917
32,0.3189780781635277,3.6867574034929276,0.1798
33,0.3157507611982414,3.451001554965973,0.1939
34,0.32008253365682326,5.058100678563118,0.1989
35,0.3125775363010681,3.6297408001422884,0.1997
36,0.30700511625547783,3.705812060832977,0.2125
37,0.3113778945688218,3.09915033864975,0.1918
38,0.3063159416879556,3.1299713908433913,0.207
39,0.2985932096992826,3.1198538196086885,0.2172
40,0.3001929798498245,3.597759363412857,0.1991
41,0.2984523648122905,3.005959490299225,0.2152
42,0.29554232846162826,3.333116227865219,0.2302
43,0.296920139333331,3.1508201090097425,0.2254
44,0.29233462314223313,3.215937861561775,0.2166
45,0.2853844686899223,3.0920236283540725,0.2224
46,0.28671621175532025,3.5133449605703353,0.2161
47,0.29006928355671185,3.1964549864530563,0.2143
48,0.28623911719376116,3.1020886870622637,0.2279
49,0.2835375766834671,3.078438215970993,0.22
