Epochs,Train Loss Average,Test Loss,Test accuracy
0,0.5575816186109795,8.38858261566162,0.1
1,0.5341141293110478,8.259826943206788,0.1
2,0.4832200643650296,7.334699459075928,0.1
3,0.46561075112281325,7.5780546142578125,0.1
4,0.45330540014572335,7.036656267547607,0.1
5,0.4426602390168763,6.487205963516235,0.1
6,0.4338274428537582,5.800861330795288,0.1
7,0.42139641146515505,5.771833404922486,0.1002
8,0.4161532153748072,6.480133624267578,0.1
9,0.4131557006635326,6.853108930969238,0.1
10,0.41093869146269146,6.532389147949218,0.1004
11,0.40543056685041623,5.674275462341309,0.1146
12,0.40511398355255945,6.280135070800781,0.1031
13,0.3981338163983858,6.621289176177979,0.1034
14,0.3965812253253113,6.106127277755737,0.106
15,0.39034738204765224,6.2105487449645995,0.1098
16,0.38833110440788154,6.214004314804077,0.1118
17,0.3895777108165864,6.303288608932495,0.1144
18,0.3818930404888836,6.426049958801269,0.1224
19,0.38070635403533687,6.106581539154052,0.1337
20,0.38218874115318446,6.586535404968262,0.109
21,0.3808935047980667,6.072144757843017,0.1338
22,0.3756184889638242,6.634588502502441,0.1271
23,0.3693847760019397,6.179411302185058,0.1452
24,0.3733278697740148,7.434313444900512,0.1086
25,0.37205211973099195,7.242330308532715,0.1177
26,0.3672198483974414,7.328535594940186,0.1114
27,0.36569358036103367,7.050157803344726,0.136
28,0.36588939813213767,7.494319667816162,0.1151
29,0.36716580583120983,6.5348837860107425,0.1392
30,0.3632950823501527,6.041161166000366,0.1578
31,0.3613809335200393,7.099219147491455,0.1184
32,0.36071325444296387,6.2752698669433595,0.1568
33,0.3570080290152913,6.85293010597229,0.1251
34,0.35420440858891333,6.5056759567260745,0.1383
35,0.35097081473006414,6.614123036956787,0.1341
36,0.3482179256982169,6.294440224838257,0.1541
37,0.34764480030296163,6.56540379371643,0.1469
38,0.3472578727313917,6.6694925601959225,0.1473
39,0.34905289928794125,6.5602312038421635,0.1567
40,0.34218648168850124,6.196282284545898,0.1685
41,0.343522373627005,6.853893843841552,0.148
42,0.34299629654727365,6.7542234195709225,0.155
43,0.3428919225643097,6.872878178405761,0.1451
44,0.3369060224849053,7.341774897766113,0.129
45,0.33958396153798354,7.127546850967407,0.141
46,0.33557870246308064,7.195882769012451,0.1381
47,0.333563130506176,7.089217436599731,0.1492
48,0.3342455497001154,7.553970645904541,0.1437
49,0.3352862263511112,7.43790881690979,0.1452
