Epochs,Train Loss Average,Test Loss,Test accuracy
0,2.8490793281555176,2.3197788841724396,0.1
1,2.439429502725601,2.4885629856586458,0.1073
2,2.2418525825977333,2.3939807279109955,0.1349
3,2.1401338407516484,2.19773475587368,0.1894
4,2.0653747385978702,2.118358902692795,0.2032
5,2.019800538825989,2.0098815786838533,0.2526
6,1.9831734139442443,1.903954155445099,0.2865
7,1.9490355008602145,1.8518395198583604,0.3069
8,1.918300102853775,1.811314264535904,0.3297
9,1.8916337417602542,1.7676134144067763,0.3487
10,1.85331018948555,1.7330080417990685,0.3613
11,1.833367261314392,1.730021943986416,0.3683
12,1.8165396981000899,1.767598851144314,0.3518
13,1.79660016579628,1.7341999666690826,0.363
14,1.7745371289014815,1.634960158765316,0.4044
15,1.7399144026994704,1.6367703277468681,0.402
16,1.7388710890293122,1.7266283727288245,0.3621
17,1.719640847325325,1.6269547827243804,0.4046
18,1.696556343340874,1.5509904606342315,0.4368
19,1.677021788740158,1.5420378610491752,0.4317
20,1.6502234867691996,1.4936263889074326,0.4525
21,1.6318564238071442,1.49492260825634,0.4499
22,1.5907745822906496,1.4471719376444816,0.4742
23,1.5889625663518905,1.4568831797242165,0.4644
24,1.5572597944021225,1.402032137095928,0.4896
25,1.536346711850166,1.4033549354672432,0.4973
26,1.5191953372955322,1.3765235345959663,0.5043
27,1.4799678859472274,1.3541241901814938,0.5115
28,1.4626778465986252,1.3614771389365197,0.4991
29,1.4378216066598895,1.306358530640602,0.5255
30,1.4174540251851084,1.3054068951010704,0.5289
31,1.4005779983282087,1.2984218268692493,0.5285
32,1.3808259671092034,1.2786578168272973,0.5408
33,1.3869401218056676,1.2494044083356857,0.5514
34,1.3705992784857748,1.3140246435403824,0.5267
35,1.3397644782066347,1.2327435203194619,0.5594
36,1.3146170506715775,1.2208511940836906,0.5629
37,1.2825567510366442,1.2068356532752513,0.5628
38,1.2882644873857498,1.2225940656065941,0.5601
39,1.2518120000243187,1.1922424639463425,0.5819
40,1.2256232345581055,1.1867801640331745,0.5802
41,1.2140024310112,1.1933613442778588,0.5809
42,1.19410886991024,1.1614385939240455,0.586
43,1.1761022647976875,1.1900979203879833,0.5884
44,1.1745528962135314,1.1483928339779377,0.5892
45,1.1612844888091085,1.140806392967701,0.5917
46,1.139352133375406,1.129748320221901,0.6024
47,1.1234922480762004,1.1039678228348493,0.6104
48,1.1026746576726436,1.0911366731822492,0.6173
49,1.0911803183555604,1.099538025662303,0.6151
