,Communication_round,train_loss,train_accuracy
0,0,1.9233675507050527,37.18227848101266
1,1,1.9579605678968792,38.52278481012658
2,2,1.8033284197879742,47.78101265822785
3,3,2.4679491832286495,40.539240506329115
4,4,2.081026651134974,47.44303797468354
5,5,2.3005430248719225,47.029113924050634
6,6,2.3493775990944874,49.60632911392405
7,7,2.60451871398129,50.118987341772154
8,8,2.622748741318908,52.151898734177216
9,9,2.6509095124051543,52.44303797468354
10,10,2.7361594794671746,52.15822784810127
11,11,2.9773600877085817,51.913924050632914
12,12,2.743061064315748,54.31898734177215
13,13,2.753865890261493,55.18481012658228
14,14,2.74038386601436,54.62151898734177
15,15,2.8634074698520613,55.68101265822785
16,16,2.8409002370472196,56.81518987341772
17,17,2.8137362222128277,56.29620253164557
18,18,2.7596639476999454,57.3506329113924
19,19,2.6941342734083347,60.382278481012655
20,20,2.7458500788181643,59.553164556962024
21,21,2.9176957391485385,57.14556962025316
22,22,2.7813710938526106,59.175949367088606
23,23,2.643183535412897,59.90126582278481
24,24,2.598528731171089,62.23670886075949
25,25,2.781245104270645,59.063291139240505
26,26,2.6669071699999556,61.64683544303797
27,27,2.6796734174595604,62.117721518987345
28,28,2.641607543788379,61.72405063291139
29,29,2.6249663235266,63.72658227848101
30,30,2.6557168856451785,62.98987341772152
31,31,2.543448148799848,64.73797468354431
32,32,2.7314426066000252,62.47848101265823
33,33,2.68035096729858,63.72405063291139
34,34,2.6401114240477357,63.335443037974684
35,35,2.855078977874563,62.39493670886076
36,36,2.5602852469758144,63.074683544303795
37,37,2.7287524353099775,63.360759493670884
38,38,2.4828550377978553,66.22911392405064
39,39,2.494944169853307,66.48860759493671
40,40,2.4807797374604625,66.3620253164557
41,41,2.7107337480858913,64.66835443037975
42,42,2.8076504909539524,64.4759493670886
43,43,2.488083951835391,68.54810126582278
44,44,2.576506221445301,67.59873417721519
45,45,2.5087595205518265,68.08607594936709
46,46,2.613416143157814,67.64683544303797
47,47,2.554274695432639,67.95443037974684
48,48,2.574710116205336,68.51772151898734
49,49,2.4660352234598957,69.63544303797468
