,Communication_round,train_loss,train_accuracy
0,0,2.9330106789552715,12.818987341772152
1,1,2.5963966692550273,13.5
2,2,2.3676612790626814,12.658227848101266
3,3,2.735925778256187,17.355696202531647
4,4,2.4455907981606977,20.99493670886076
5,5,2.1930593188804917,20.227848101265824
6,6,2.456837087190604,19.52151898734177
7,7,2.3993097501465037,22.349367088607593
8,8,2.5993943971923636,20.430379746835442
9,9,2.3217185014410866,23.39113924050633
10,10,2.556995358949975,22.7
11,11,2.657906586761716,22.77974683544304
12,12,2.2933392099187344,23.534177215189874
13,13,2.5709407405008244,22.940506329113923
14,14,2.3710120069829723,24.11772151898734
15,15,2.988162666936464,19.662025316455697
16,16,2.1770404177375986,22.943037974683545
17,17,2.3052458072010475,30.17721518987342
18,18,2.2643061852153346,23.59113924050633
19,19,2.635553532612475,25.659493670886075
20,20,2.437211402307583,22.654430379746834
21,21,2.3353595517858676,25.850632911392406
22,22,2.656192726424978,24.622784810126582
23,23,2.2077594121800193,25.98354430379747
24,24,2.530564898478834,28.979746835443038
25,25,2.0831991127774687,26.168354430379747
26,26,2.3162626243844815,25.870886075949368
27,27,2.207565292678302,30.241772151898733
28,28,2.3218155444422854,27.808860759493673
29,29,2.0454979910126214,29.20379746835443
30,30,2.62903146562697,29.058227848101264
31,31,2.207521175131013,30.769620253164558
32,32,2.360465129417709,28.19493670886076
33,33,2.086489713041088,31.21012658227848
34,34,2.653885772560216,27.526582278481012
35,35,2.183677158476431,28.51012658227848
36,36,2.5934234780601306,31.331645569620253
37,37,2.4618361565131175,30.31139240506329
38,38,2.1641512448274636,28.821518987341772
39,39,2.420138931274414,28.99367088607595
40,40,2.22363882924937,32.00886075949367
41,41,2.4296634485449973,30.98354430379747
42,42,2.330792067473448,27.659493670886075
43,43,2.362694544731816,27.10886075949367
44,44,2.344104882131649,31.627848101265823
45,45,2.5571922647802134,31.379746835443036
46,46,2.4056379025495507,30.72658227848101
47,47,2.8213166417954842,26.02151898734177
48,48,2.4103505520880977,28.748101265822786
49,49,2.385825265208377,28.230379746835442
