,Communication_round,train_loss,train_accuracy
0,0,2.630907446523256,21.78987341772152
1,1,4.910165663912326,14.111392405063292
2,2,2.7167943257319775,16.282278481012657
3,3,3.722148878966706,23.00506329113924
4,4,3.5647580825829808,25.337974683544303
5,5,2.6168929160395753,21.60886075949367
6,6,2.5670070486732675,24.744303797468355
7,7,2.5756869388532033,22.28354430379747
8,8,3.6206709072559695,20.69367088607595
9,9,2.395359378826769,23.583544303797467
10,10,3.015914543670944,26.325316455696203
11,11,4.055389014075074,24.09493670886076
12,12,2.6638633169705357,21.824050632911394
13,13,3.470939896680132,26.453164556962026
14,14,3.201710351509384,21.763291139240508
15,15,8.548330252080024,21.963291139240507
16,16,2.652718112589438,25.646835443037975
17,17,3.1992711372013334,26.327848101265822
18,18,2.806243794175643,24.653164556962025
19,19,3.587362368800972,27.559493670886077
20,20,3.235593548303918,23.730379746835442
21,21,4.207972622521316,24.441772151898736
22,22,4.5942137905314,20.39240506329114
23,23,4.1475060028365895,21.362025316455696
24,24,4.116776059850862,24.030379746835443
25,25,3.2166113768951803,27.97721518987342
26,26,3.6492212208011483,23.49240506329114
27,27,2.403949886635889,29.343037974683543
28,28,4.687587951406648,22.470886075949366
29,29,2.916848647443554,24.59746835443038
30,30,3.3956652674493912,21.821518987341772
31,31,3.8098062273822255,22.934177215189873
32,32,3.2585050718693793,26.6873417721519
33,33,4.050097251240211,25.1873417721519
34,34,4.58191513019272,22.80126582278481
35,35,3.1629783355737033,22.80253164556962
36,36,4.570308563980875,25.744303797468355
37,37,4.44003529971159,22.69873417721519
38,38,3.6637465977970556,17.184810126582278
39,39,3.624736412567428,21.874683544303796
40,40,3.0013952753211877,22.649367088607594
41,41,2.8290374656266803,23.48987341772152
42,42,3.1417420737351045,21.91518987341772
43,43,3.689898814128924,21.10379746835443
44,44,3.325270344335822,23.593670886075948
45,45,4.572985899297497,18.774683544303798
46,46,3.5643197636061075,24.787341772151898
47,47,4.748951296564899,24.125316455696204
48,48,3.7302293149730827,24.48481012658228
49,49,3.582500274875496,23.02784810126582
