,Communication_round,train_loss,train_accuracy
0,0,3.2236250859272633,21.844303797468353
1,1,3.637745333019691,15.211392405063291
2,2,2.7066129554676106,24.451898734177217
3,3,4.064433062529262,23.832911392405062
4,4,5.898999502689024,20.22151898734177
5,5,2.319015373761141,19.529113924050634
6,6,2.6482005481478534,23.28987341772152
7,7,2.3797722952275335,26.22658227848101
8,8,3.496375496930714,20.9873417721519
9,9,2.944590222382847,17.034177215189874
10,10,8.222811583627628,22.748101265822786
11,11,4.820229393621034,22.337974683544303
12,12,3.093828598155251,24.10759493670886
13,13,3.5236264672460433,26.79746835443038
14,14,3.223735146884677,21.73164556962025
15,15,5.845042711873598,18.475949367088607
16,16,2.683841464791117,26.78354430379747
17,17,3.0698261396794377,30.178481012658228
18,18,3.2347110558159744,23.935443037974682
19,19,4.380573842193507,25.469620253164557
20,20,3.5287431907050215,26.39873417721519
21,21,4.028805931006806,23.765822784810126
22,22,4.509275428252884,21.345569620253166
23,23,3.4596144172209726,24.929113924050633
24,24,4.019850166236298,24.940506329113923
25,25,3.6139912164663968,27.641772151898735
26,26,4.263036578516417,21.969620253164557
27,27,3.0011212505871736,25.377215189873418
28,28,4.973378434965882,23.964556962025316
29,29,3.264596643327158,22.61898734177215
30,30,3.6308893593051765,23.98860759493671
31,31,3.2521609574933596,23.260759493670886
32,32,2.6566833339160003,27.11139240506329
33,33,3.037121971045868,24.88860759493671
34,34,3.6925051818920087,23.19746835443038
35,35,3.026326313501672,25.481012658227847
36,36,3.776105449169497,25.539240506329115
37,37,3.288110738162753,24.035443037974684
38,38,3.2090475269510774,18.173417721518987
39,39,4.194931983645958,22.849367088607593
40,40,2.9985281102264985,22.575949367088608
41,41,2.534117186522182,21.630379746835445
42,42,2.3931129075303863,25.41392405063291
43,43,2.3955114117151575,28.921518987341774
44,44,2.351464494723308,25.646835443037975
45,45,3.1597144799896433,18.641772151898735
46,46,2.4923045274577564,25.667088607594938
47,47,4.12727815471118,24.234177215189874
48,48,2.8022775701329676,27.651898734177216
49,49,2.6250680867629717,21.355696202531647
