,Communication_round,train_loss,train_accuracy
0,0,2.9311999447738066,12.697468354430379
1,1,2.5478527355797684,13.754430379746836
2,2,2.3719214288494257,12.658227848101266
3,3,2.7156547733500034,17.860759493670887
4,4,2.451631281647501,20.70506329113924
5,5,2.20899081411241,18.78354430379747
6,6,2.4637208259558374,19.310126582278482
7,7,2.3965557095370715,23.337974683544303
8,8,2.6061261060871654,20.66582278481013
9,9,2.3365480567835553,23.39873417721519
10,10,2.5574317796320853,22.359493670886074
11,11,2.6463511958906922,22.90506329113924
12,12,2.304001492186438,23.335443037974684
13,13,2.601353452477274,22.524050632911393
14,14,2.380834087239036,23.270886075949367
15,15,2.9348410020900677,20.237974683544305
16,16,2.1742520852933955,23.351898734177215
17,17,2.3129263346708275,29.808860759493673
18,18,2.2810692708703537,23.73164556962025
19,19,2.70290739355208,25.29873417721519
20,20,2.4059118634537806,22.762025316455695
21,21,2.3350294025638436,22.88860759493671
22,22,2.6578631035889253,23.02278481012658
23,23,2.280009145676335,24.718987341772152
24,24,2.5310921258564236,27.28860759493671
25,25,2.1280018703846992,25.196202531645568
26,26,2.382726903504963,23.722784810126583
27,27,2.1813811991788166,28.846835443037975
28,28,2.2965897277940677,27.513924050632912
29,29,2.081923699831661,29.50126582278481
30,30,2.306980161123638,29.846835443037975
31,31,2.124705265745332,29.89873417721519
32,32,2.1244627095475983,28.71392405063291
33,33,2.0795578144773654,29.474683544303797
34,34,2.1834778722328476,25.79367088607595
35,35,2.136519187462481,28.573417721518986
36,36,2.3091572468793844,30.229113924050633
37,37,2.188944887209542,29.27848101265823
38,38,2.0925083450124236,29.49493670886076
39,39,2.2503223316578924,27.1
40,40,2.135105040556268,29.3126582278481
41,41,2.2639732386492475,27.22151898734177
42,42,2.1313304253771337,29.00253164556962
43,43,2.150830839102781,28.151898734177216
44,44,2.101804961282996,31.432911392405064
45,45,2.2005352986009816,29.89873417721519
46,46,2.1394809058949917,31.073417721518986
47,47,2.4927031189580506,27.11392405063291
48,48,2.315782877765124,28.154430379746834
49,49,2.2367162281953834,29.110126582278482
