,Communication_round,train_loss,train_accuracy
0,0,2.206993029690996,35.074683544303795
1,1,3.020565456378309,40.02405063291139
2,2,2.7411609181874916,42.53037974683544
3,3,2.5645476730563974,44.01139240506329
4,4,2.495031492468677,44.93291139240506
5,5,2.494232102587253,45.69367088607595
6,6,2.421911733663535,46.66835443037974
7,7,2.3576391381553456,48.07721518987342
8,8,2.3946803619589985,47.870886075949365
9,9,2.306961589976202,48.75189873417722
10,10,2.2665313311769992,49.30126582278481
11,11,2.2236855568765086,50.153164556962025
12,12,2.1856250222725206,50.70886075949367
13,13,2.147968925554541,50.7620253164557
14,14,2.126615084726599,52.06708860759494
15,15,2.1028116838841497,52.256962025316454
16,16,2.1264864025236685,52.164556962025316
17,17,2.0585944340198856,53.54556962025316
18,18,2.047957475426831,53.42025316455696
19,19,2.0333074107954774,53.66075949367089
20,20,2.0110365262514427,54.734177215189874
21,21,2.0081435897682285,55.00379746835443
22,22,2.0100281415106376,55.254430379746836
23,23,1.9828281047977978,55.45443037974684
24,24,1.9801540092576908,56.027848101265825
25,25,1.950277654656881,56.55569620253164
26,26,1.913909294333639,58.167088607594934
27,27,1.92765361553506,57.9
28,28,1.9056260417533826,58.19367088607595
29,29,1.9010629053357282,57.87594936708861
30,30,1.8646999873692476,58.51012658227848
31,31,1.864276303067992,58.8746835443038
32,32,1.853790774828271,59.81645569620253
33,33,1.8310400475429582,60.39746835443038
34,34,1.8244238357755203,60.663291139240506
35,35,1.8100590541392942,61.06582278481012
36,36,1.7643310005151773,61.73670886075949
37,37,1.7518904269496096,62.187341772151896
38,38,1.7600099289719062,62.01139240506329
39,39,1.767901899241194,62.53291139240506
40,40,1.7353585054602805,63.05569620253164
41,41,1.7329383759558956,63.11392405063291
42,42,1.6927174298069145,64.0873417721519
43,43,1.6755973899666268,64.59113924050632
44,44,1.6741505231283889,65.5506329113924
45,45,1.660931480609918,66.07215189873418
46,46,1.6414580877068676,66.2126582278481
47,47,1.6437985952896408,66.20506329113924
48,48,1.6282532787021202,66.62405063291139
49,49,1.6346389011491702,67.16835443037975
