,Communication_round,train_loss,train_accuracy
0,0,1.928341633156885,36.38987341772152
1,1,1.9322577722464935,39.22911392405063
2,2,1.7809470378899876,47.244303797468355
3,3,2.7649124613291103,35.143037974683544
4,4,1.9424466938912115,50.80506329113924
5,5,1.9969893253302273,53.10126582278481
6,6,2.1529014321822153,50.95443037974684
7,7,2.3060375907753086,53.22658227848101
8,8,2.6065093929254557,51.11139240506329
9,9,2.649296075030218,52.31392405063291
10,10,2.7346040226236172,52.56582278481012
11,11,2.7455320936215073,53.574683544303795
12,12,2.85408413742162,54.359493670886074
13,13,2.7428717174107518,56.45443037974684
14,14,2.81395308066018,56.720253164556965
15,15,2.713226331336589,57.28227848101266
16,16,2.5979207580602623,58.61518987341772
17,17,2.703385228597665,59.79746835443038
18,18,2.756358952914612,58.368354430379746
19,19,2.8192819292032265,57.4
20,20,2.777515923222409,59.97594936708861
21,21,2.9101943909367427,59.268354430379745
22,22,2.825544099113609,59.54556962025316
23,23,2.7021896813489215,59.80506329113924
24,24,2.7449685110321527,59.17974683544304
25,25,2.9353456693359568,59.18354430379747
26,26,2.6560290197782876,62.96708860759494
27,27,2.596226944199091,63.13670886075949
28,28,2.5812563052660304,63.31772151898734
29,29,2.6161744751507725,63.745569620253164
30,30,2.5879839530474023,63.65949367088608
31,31,2.6614555355868763,62.95822784810127
32,32,2.6321362439590166,64.32025316455696
33,33,2.635554573203944,65.6379746835443
34,34,2.574674214592463,64.69367088607595
35,35,2.436512785621836,68.64177215189873
36,36,2.6661331191847597,64.46962025316456
37,37,2.4626453085790705,67.54810126582278
38,38,2.3421013939229747,67.16455696202532
39,39,2.6179289289667635,66.05569620253165
40,40,2.5791889374769186,67.01139240506329
41,41,2.482868541946894,67.69746835443038
42,42,2.826762095433247,64.59240506329114
43,43,2.4705002777184113,68.77088607594936
44,44,2.357172584080998,70.45189873417722
45,45,2.3629830667489693,70.24683544303798
46,46,2.4442335077478914,69.25316455696202
47,47,2.331496865538102,71.28227848101265
48,48,2.374470477164546,70.01139240506329
49,49,2.493765455559839,69.02658227848102
