,Communication_round,train_loss,train_accuracy
0,0,3.721799492534203,21.563291139240505
1,1,5.1445481372784965,22.39746835443038
2,2,3.6602737671212306,23.384810126582277
3,3,2.7951366584512254,20.475949367088607
4,4,3.1342722065841095,23.013924050632912
5,5,2.9718486674224276,26.22151898734177
6,6,2.479309310490572,24.12405063291139
7,7,3.5202721079693564,22.60759493670886
8,8,4.303142702428601,22.475949367088607
9,9,4.087579379202444,17.91392405063291
10,10,3.7438503781451455,22.970886075949366
11,11,3.118175604977185,24.79873417721519
12,12,2.7379202045971835,20.067088607594936
13,13,2.7987781907938705,23.88227848101266
14,14,2.9367770469641385,25.243037974683546
15,15,2.384141303466845,25.02151898734177
16,16,4.0577945452702195,24.329113924050635
17,17,2.820512337926068,22.69746835443038
18,18,2.7001064529901817,26.136708860759494
19,19,2.611388303961935,26.379746835443036
20,20,2.486963301972498,25.675949367088606
21,21,3.1846767072436175,26.90379746835443
22,22,3.089485086670405,29.189873417721518
23,23,2.6121166549151456,29.38227848101266
24,24,4.509829298453995,24.373417721518987
25,25,3.63294877130774,25.417721518987342
26,26,3.738641548156738,27.441772151898736
27,27,4.028764106352118,25.71645569620253
28,28,2.8749931347521045,27.458227848101266
29,29,3.527399466611162,23.18354430379747
30,30,2.8502805821503263,29.379746835443036
31,31,3.5354271571847455,24.844303797468353
32,32,3.146959803979608,26.60632911392405
33,33,4.003028155278556,22.52151898734177
34,34,3.6211563765248167,24.867088607594937
35,35,3.4839173428619965,22.924050632911392
36,36,4.515722076198723,23.673417721518987
37,37,3.111799499354785,25.30253164556962
38,38,4.538952498496333,25.943037974683545
39,39,4.462782412842859,26.32278481012658
40,40,3.287218085723587,24.456962025316457
41,41,3.2751555536366714,24.865822784810128
42,42,2.7549807974054845,25.378481012658227
43,43,3.834348071074184,25.58607594936709
44,44,4.051663052281247,25.70506329113924
45,45,3.05352355558661,27.034177215189874
46,46,2.6773175598699837,28.248101265822786
47,47,2.6573956474473204,28.19493670886076
48,48,2.552028983303263,27.648101265822785
49,49,2.7603227929223944,26.308860759493673
